@RELATION scores

@ATTRIBUTE bm25_score	 NUMERIC
@ATTRIBUTE okapi_tf_score	   NUMERIC
@ATTRIBUTE tf_idf_score	     NUMERIC
@ATTRIBUTE lm_laplace_score	       NUMERIC
@ATTRIBUTE lm_jelinik_mercer	     NUMERIC
@ATTRIBUTE Score	          REAL

@Data
0.0,0.0,0.0,-15.45,-60.4511,0
0.0,0.0,0.0,-15.45,-60.4521,0
0.0,0.0,0.0,-15.45,-60.4644,0
0.0,0.0,0.0,-15.45,-60.4526,0
0.0,0.0,0.0,-15.45,-60.4556,0
0.0,0.0,0.0,-15.45,-60.4554,0
1.39,0.0,0.43,-15.44,-59.7683,0
0.0,0.0,0.0,-15.45,-60.4659,0
0.0,0.0,0.0,-15.45,-60.4573,0
4.87,0.291,1.72,-15.33,-58.1555,0
0.0,0.0,0.0,-15.45,-60.4599,0
0.0,0.0,0.0,-15.45,-60.465,0
0.0,0.0,0.0,-15.45,-60.4524,0
0.0,0.0,0.0,-15.45,-60.4586,0
0.0,0.0,0.0,-15.45,-60.4539,0
2.29,0.1754,0.68,-15.42,-59.0823,0
0.0,0.0,0.0,-15.45,-60.4563,0
2.36,0.0,0.82,-15.41,-59.3592,0
2.1,0.0,0.7,-15.42,-59.3625,0
0.0,0.0,0.0,-15.45,-60.4531,1
1.4,0.0,0.43,-15.44,-59.7682,0
0.0,0.0,0.0,-15.45,-60.4547,1
2.29,0.1754,0.68,-15.42,-59.0823,0
0.0,0.0,0.0,-15.45,-60.4564,0
0.0,0.0,0.0,-15.45,-60.4563,0
0.0,0.0,0.0,-15.45,-60.4538,1
0.0,0.0,0.0,-15.45,-60.4619,0
2.83,0.474,0.99,-15.36,-59.3585,0
0.0,0.0,0.0,-15.45,-60.4526,0
0.0,0.0,0.0,-15.45,-60.46,0
0.0,0.0,0.0,-15.45,-60.4567,0
1.88,0.0,0.61,-15.43,-59.3659,0
0.0,0.0,0.0,-15.45,-60.4687,0
0.0,0.0,0.0,-15.45,-60.4574,0
3.54,0.4174,1.23,-15.26,-59.7601,0
0.0,0.0,0.0,-15.45,-60.4612,0
0.0,0.0,0.0,-15.45,-60.4593,0
1.28,0.1834,0.38,-15.43,-59.7743,0
2.76,0.306,0.9,-15.35,-59.7641,0
0.0,0.0,0.0,-15.45,-60.456,0
0.0,0.0,0.0,-15.45,-60.4532,0
0.0,0.0,0.0,-15.45,-60.4606,0
0.0,0.0,0.0,-15.45,-60.4619,0
1.31,0.0,0.4,-15.44,-59.7697,0
3.59,0.4238,1.25,-15.25,-59.7599,0
1.81,0.0,0.58,-15.43,-59.7632,0
0.0,0.0,0.0,-15.45,-60.4565,0
0.0,0.0,0.0,-15.45,-60.4518,1
0.0,0.0,0.0,-15.45,-60.4589,0
4.13,0.2787,1.32,-15.35,-59.0725,1
13.79,1.8226,5.48,-42.64,-188.0764,1
8.01,0.8935,2.79,-43.24,-190.9632,0
11.02,1.0479,3.94,-43.14,-189.7675,0
29.88,1.9314,8.41,-42.88,-183.5986,0
29.97,1.5387,8.85,-42.69,-182.2785,0
22.37,1.8317,6.54,-42.58,-188.4748,0
16.72,2.3184,6.29,-42.72,-187.751,0
0.0,0.0,0.0,-43.53,-193.4523,0
18.44,1.729,6.52,-42.93,-185.1043,0
3.95,0.561,1.32,-43.44,-191.6612,0
14.9,1.061,5.41,-42.89,-186.5554,0
3.73,0.2623,1.09,-43.49,-191.392,0
17.88,0.4122,4.82,-43.12,-188.5988,0
12.91,1.0613,4.69,-42.99,-187.3826,0
16.17,1.1643,5.95,-42.72,-186.9673,0
17.92,1.8603,6.84,-42.45,-187.9196,1
15.88,1.2137,5.8,-42.86,-186.3042,0
10.1,0.5755,3.73,-43.18,-189.4372,0
19.83,2.2943,7.35,-42.66,-187.0961,0
8.15,0.7876,2.61,-43.39,-189.8918,0
11.46,1.284,3.64,-43.32,-188.9032,1
20.21,2.4592,7.74,-42.46,-185.5668,0
18.8,2.1014,6.81,-42.74,-186.9866,0
22.46,1.5656,6.89,-43.04,-183.0994,1
20.3,0.692,5.91,-42.89,-187.6812,0
15.67,1.5935,4.47,-43.25,-188.2091,0
27.33,1.6509,7.98,-42.99,-180.0439,0
16.45,1.8126,5.75,-43.0,-187.795,0
14.28,1.1428,3.19,-43.39,-187.9346,0
20.53,1.4339,5.75,-42.9,-186.9832,0
5.23,0.709,2.09,-42.92,-192.3433,0
21.47,0.9647,6.27,-43.1,-185.0905,0
19.66,2.2188,7.24,-42.57,-187.7851,0
21.98,1.3818,6.58,-43.05,-185.0382,0
23.9,1.9502,7.41,-42.95,-183.9377,0
28.73,1.8887,8.54,-42.81,-182.2702,0
23.55,1.562,6.96,-43.05,-184.6313,0
24.34,0.9485,7.19,-42.96,-181.7411,0
21.21,2.4144,8.03,-42.45,-185.4878,0
28.4,2.1642,8.53,-42.88,-183.1187,0
10.22,1.2754,3.97,-42.94,-190.9653,1
17.36,1.7065,6.04,-43.03,-186.0205,0
18.82,1.375,5.22,-43.06,-188.8875,0
24.95,1.2561,7.2,-42.91,-182.3779,0
26.62,1.9413,8.5,-42.84,-180.566,0
24.58,1.6768,6.83,-43.08,-184.0126,0
16.47,1.8481,5.13,-42.69,-185.7845,0
16.79,1.9555,5.93,-42.88,-187.3832,0
16.73,1.1707,4.73,-43.15,-187.9785,0
24.64,1.9318,7.11,-43.01,-184.3566,0
17.35,1.7672,6.35,-42.72,-186.4052,0
28.12,2.0014,7.86,-43.0,-183.5273,0
13.09,1.3092,4.59,-43.16,-188.8932,0
19.44,1.6395,5.96,-43.14,-185.7322,0
12.91,1.1238,4.4,-43.23,-188.8969,0
19.88,0.773,5.94,-42.93,-186.5287,0
25.96,1.5535,7.36,-42.94,-183.558,0
23.52,1.5482,7.4,-42.36,-185.1972,0
22.23,2.096,7.12,-42.9,-184.5242,0
16.18,1.6606,5.82,-42.88,-186.5028,0
25.81,1.2863,6.6,-43.17,-182.2716,0
20.21,0.5493,5.27,-43.15,-185.8416,0
20.08,1.3225,6.29,-42.8,-184.3592,0
30.62,2.7182,9.94,-42.34,-179.8525,0
13.48,0.0,3.1,-43.35,-189.0639,0
17.45,1.8376,6.36,-42.69,-184.6633,0
23.1,0.8799,6.15,-43.22,-181.6747,0
29.08,1.9699,8.4,-42.96,-181.8218,0
17.21,2.1286,6.27,-42.83,-186.8185,0
17.52,1.1554,4.47,-43.16,-187.5214,0
14.73,1.4456,5.15,-43.12,-187.9862,0
25.3,2.6031,7.68,-42.72,-180.619,0
8.41,1.0689,3.14,-43.18,-189.5806,0
10.26,0.7513,3.49,-43.23,-189.7655,0
26.39,1.7476,7.9,-42.76,-181.7356,0
16.08,1.6676,6.22,-42.51,-183.8532,0
7.52,0.5768,2.77,-43.28,-190.4666,0
17.5,0.3593,4.58,-43.23,-188.1987,0
10.98,1.0112,3.89,-43.19,-188.6777,1
8.05,0.5778,2.61,-43.39,-189.8827,1
18.06,0.7814,5.31,-42.96,-187.5081,0
15.14,1.522,5.12,-43.14,-188.4889,1
28.34,1.7955,8.66,-42.69,-181.9192,0
27.65,1.6893,7.25,-42.88,-185.0468,0
26.95,2.5578,7.82,-42.72,-182.9568,0
11.2,0.961,4.07,-42.94,-190.45,0
25.67,1.3026,7.91,-42.64,-182.4102,0
24.93,1.3442,7.29,-43.0,-183.9989,1
29.83,2.1193,8.2,-43.01,-181.1901,0
26.42,1.6009,7.63,-42.93,-181.9516,0
10.11,0.955,3.62,-43.2,-190.4668,0
17.85,0.7842,5.31,-42.95,-186.7008,0
22.63,1.4126,6.64,-43.01,-182.6613,0
18.52,1.6191,5.47,-43.05,-186.6645,0
10.74,0.666,4.02,-43.08,-189.9863,0
18.79,1.6401,6.81,-42.81,-186.1943,0
24.9,2.1313,7.96,-42.74,-182.2223,0
10.88,0.6932,4.04,-43.12,-189.1859,0
13.02,1.252,4.21,-43.28,-188.8979,0
23.93,1.6053,7.33,-42.57,-183.0477,0
12.57,1.6088,4.88,-42.72,-186.7615,0
12.94,0.7297,4.75,-43.08,-187.1821,0
22.73,1.1329,6.83,-42.83,-185.5594,0
9.01,1.0935,3.41,-43.07,-189.8791,0
17.53,1.4254,5.64,-42.93,-187.7945,0
21.2,0.7279,6.14,-42.96,-185.5132,0
24.16,1.0391,6.81,-42.98,-185.779,0
22.58,0.6105,6.29,-43.09,-184.5212,0
19.71,0.7674,6.14,-42.82,-185.8366,0
20.83,2.0402,6.68,-42.95,-185.7865,0
11.31,0.6309,4.26,-43.12,-188.4538,0
19.33,2.1936,6.48,-42.58,-187.9095,1
34.39,2.4782,9.72,-42.59,-180.3822,0
16.13,0.3436,4.46,-43.16,-187.1301,0
7.15,0.8088,2.79,-42.96,-190.3737,0
7.55,0.8474,2.99,-42.79,-190.3654,0
23.18,1.1667,7.01,-42.6,-183.5022,0
23.34,1.4123,7.08,-42.78,-182.9254,0
26.02,0.5315,7.44,-42.43,-186.9689,0
15.99,1.7813,5.07,-43.25,-184.3728,0
21.89,1.6858,6.87,-42.76,-184.4387,0
19.46,0.6721,5.56,-43.12,-185.4588,0
18.03,1.5333,6.15,-43.11,-184.4202,0
10.53,0.5756,3.91,-43.04,-189.6449,0
5.02,0.4394,1.68,-43.39,-191.6758,0
21.27,1.1085,6.32,-42.91,-186.9915,0
4.24,0.5281,1.56,-43.24,-192.7498,0
10.87,0.6364,4.06,-43.15,-188.9638,0
18.9,0.9419,5.06,-43.11,-189.2875,0
7.56,0.6255,2.81,-43.27,-190.4695,0
28.9,1.6786,8.56,-42.94,-181.5183,0
16.73,0.8564,4.62,-43.28,-186.0228,0
26.23,2.8262,8.26,-42.91,-182.4653,1
12.01,1.0023,4.39,-43.09,-188.2112,0
11.54,1.4215,4.08,-43.21,-189.1793,0
25.84,1.5145,7.55,-42.84,-181.1869,0
11.98,0.9326,4.28,-43.18,-188.6767,0
11.95,1.5348,4.4,-43.05,-190.2774,0
9.4,0.6443,3.39,-43.14,-190.2762,1
11.57,0.8882,4.12,-43.18,-188.3792,0
23.54,0.9643,6.85,-43.01,-183.9961,0
14.57,1.6847,5.41,-42.82,-187.3886,0
13.53,1.6619,4.96,-42.77,-189.9808,0
2.99,0.3373,0.99,-43.44,-192.7657,0
6.35,0.4955,2.02,-43.42,-190.9898,0
8.35,0.6746,2.69,-43.38,-190.6863,0
25.58,1.6549,8.1,-42.62,-184.8005,0
26.41,1.7508,8.41,-42.73,-183.3041,0
15.26,1.4681,5.37,-43.01,-186.7015,1
25.84,1.5145,7.55,-42.84,-181.1869,0
6.0,0.7532,2.45,-43.13,-191.6622,0
18.89,1.2553,6.68,-42.82,-187.2765,0
23.15,1.5932,7.07,-42.61,-186.993,0
27.36,2.093,8.24,-42.92,-182.9541,0
17.29,1.3,5.98,-42.97,-187.5682,0
20.53,2.2411,6.37,-43.03,-186.1269,0
17.28,1.651,5.44,-43.07,-187.0089,0
18.08,2.2149,6.44,-42.98,-186.1886,0
25.04,1.742,7.6,-42.84,-185.3104,0
25.62,1.5926,7.15,-42.92,-184.6229,0
22.61,0.6065,6.14,-42.99,-185.4285,0
33.64,2.6899,9.84,-42.57,-179.5933,0
22.18,2.8498,7.48,-42.47,-187.095,1
25.39,1.5439,6.62,-42.85,-188.1898,0
27.39,1.9957,8.37,-42.61,-182.7179,0
14.89,1.5459,5.32,-43.07,-187.6865,1
15.33,1.397,4.44,-43.15,-187.3707,0
27.08,2.6824,9.22,-42.5,-181.2817,1
15.98,1.2094,5.96,-42.79,-186.0302,0
23.84,1.0102,6.42,-43.14,-183.3576,0
29.29,1.8301,8.5,-42.78,-183.7741,0
12.07,1.147,4.06,-43.25,-189.3062,1
9.69,0.5346,3.48,-43.23,-190.2775,0
1.7,0.0,0.5,-43.5,-192.7625,0
21.5,1.5667,6.15,-43.06,-185.7475,0
17.49,1.819,6.72,-42.56,-186.6802,1
15.9,0.7459,4.62,-43.05,-188.0484,0
19.14,1.5328,6.84,-42.71,-188.0723,0
33.29,2.495,9.68,-42.35,-181.9804,0
18.28,1.446,6.5,-42.91,-186.8796,0
16.9,1.8443,6.26,-42.88,-186.8234,1
17.19,1.2677,6.29,-42.77,-187.8551,1
14.1,1.1766,5.32,-42.71,-187.8639,0
22.78,1.3829,7.22,-42.68,-183.9938,0
17.02,0.647,4.53,-43.17,-187.8637,0
24.38,1.6206,7.8,-42.67,-182.3968,0
13.58,1.4796,5.36,-42.6,-189.1772,1
23.69,1.286,6.26,-43.01,-184.9148,0
10.49,0.8338,3.76,-43.23,-189.7777,0
10.39,0.9787,3.66,-43.21,-189.7719,0
15.96,0.0,4.01,-43.13,-189.5738,0
14.88,2.2387,5.24,-43.14,-187.0159,0
25.21,1.5766,7.44,-42.92,-181.7883,0
14.67,1.4292,5.4,-42.86,-187.3956,0
8.52,0.9744,3.09,-43.16,-190.1362,1
22.78,1.5351,6.33,-43.07,-182.4529,0
22.19,1.4411,6.04,-43.1,-183.1136,0
16.16,1.7721,6.03,-42.75,-188.1906,0
23.95,1.5198,7.35,-42.53,-185.2008,0
8.44,0.7113,2.57,-43.4,-190.0117,0
17.34,0.4177,4.49,-43.29,-186.8794,0
12.12,1.2608,4.62,-42.72,-190.4503,0
19.64,2.3852,7.26,-42.6,-187.7852,0
18.8,2.3379,6.86,-42.81,-186.6519,1
14.03,1.4611,4.62,-43.24,-187.8158,1
18.23,1.7933,6.32,-42.99,-185.5057,0
9.69,0.6556,3.19,-43.33,-188.41,0
13.1,0.9558,4.58,-43.15,-187.9407,0
9.13,0.7981,2.9,-43.36,-189.1977,0
22.89,2.3918,8.48,-42.47,-183.3669,0
26.91,2.1946,8.27,-42.75,-184.6214,0
28.29,1.2754,8.61,-42.34,-184.2689,0
26.47,1.4913,7.68,-42.84,-183.6352,0
32.11,1.9725,10.21,-42.42,-179.2484,0
15.16,0.4394,4.07,-43.31,-188.0923,0
21.26,1.2234,6.54,-42.62,-186.1189,0
19.09,1.929,7.22,-42.56,-186.5403,0
17.44,1.756,6.1,-42.97,-186.5398,0
23.16,2.189,7.78,-42.69,-183.6687,1
20.86,1.3714,6.63,-42.71,-185.8527,0
10.48,1.0294,3.76,-43.12,-190.6812,0
10.0,0.7769,3.77,-43.07,-189.4748,0
9.67,1.3402,3.39,-43.18,-191.3686,1
22.16,1.3004,5.82,-43.16,-185.4367,1
11.58,1.523,4.2,-43.05,-188.1384,1
15.32,0.506,4.21,-43.18,-188.6712,0
2.09,0.2648,0.66,-43.49,-192.7777,0
10.5,0.7962,3.58,-43.25,-189.4728,0
19.88,1.7982,7.45,-42.49,-184.6265,1
16.23,1.4982,5.93,-42.91,-186.018,1
28.02,2.2701,8.64,-42.86,-182.8629,0
15.12,1.3024,5.68,-42.78,-187.9265,1
16.5,1.193,5.99,-42.97,-185.5147,1
9.57,0.9815,3.21,-43.32,-189.6043,1
16.71,1.3941,6.05,-42.9,-186.0072,1
21.52,0.9962,6.84,-42.88,-182.6147,1
17.55,0.7994,5.14,-42.94,-187.391,0
16.19,0.7599,4.37,-42.69,-189.978,0
26.35,1.9492,8.26,-42.73,-184.1074,0
24.51,2.3774,8.08,-42.76,-182.6156,1
28.71,1.5284,8.26,-42.77,-180.5269,1
21.15,1.3742,6.43,-42.75,-187.6847,0
22.04,1.1292,6.42,-42.72,-184.7451,0
24.85,1.5484,7.98,-42.72,-182.2465,1
16.99,1.6376,6.27,-42.83,-185.6367,1
21.74,1.5295,7.28,-42.79,-183.4557,1
25.98,2.2211,8.26,-42.71,-184.1432,0
21.31,1.9657,7.43,-42.56,-183.6665,1
19.89,1.7454,6.63,-42.81,-185.1264,1
11.39,1.1814,4.31,-42.92,-190.1208,0
10.68,1.1545,3.98,-43.02,-190.6755,0
17.44,1.534,6.34,-42.8,-185.7896,1
17.4,1.5297,6.32,-42.8,-185.7899,1
23.69,1.7294,7.16,-42.92,-185.0293,0
19.47,2.1401,7.28,-42.64,-183.7013,0
14.31,0.3889,3.52,-43.29,-189.9873,0
27.66,1.6804,8.86,-42.59,-183.417,0
20.21,1.7601,7.57,-42.54,-183.7969,1
26.29,1.6603,8.56,-42.5,-181.7497,1
17.06,1.4539,6.43,-42.69,-185.7957,1
17.74,0.4163,4.71,-43.14,-188.5985,0
18.38,1.8641,6.67,-42.8,-186.4792,0
11.59,1.1154,4.23,-43.04,-189.3582,1
10.55,0.8225,4.09,-42.9,-188.5789,1
22.33,1.9852,7.32,-42.83,-184.3118,0
21.66,1.2854,6.32,-43.04,-185.9752,0
12.52,1.5495,3.89,-43.06,-189.31,1
12.3,1.1306,4.69,-42.82,-187.3613,1
19.63,1.0983,5.98,-42.87,-186.1301,0
23.88,2.5462,8.02,-42.3,-185.1055,0
21.48,0.8441,6.25,-42.79,-185.0455,0
16.87,1.3418,6.25,-42.8,-186.5986,0
23.48,2.0504,7.72,-42.67,-184.5161,1
12.64,1.2104,4.74,-42.75,-188.4871,0
13.09,1.0484,4.78,-43.0,-187.1409,0
24.74,1.3852,7.27,-42.97,-185.5971,0
11.61,1.0081,4.33,-43.06,-187.69,0
28.72,2.4027,9.27,-42.68,-181.0562,0
20.88,1.9714,7.85,-42.47,-185.5961,1
8.4,1.056,3.14,-43.16,-191.373,0
19.69,1.1219,5.92,-43.04,-186.2658,0
23.95,1.3396,7.26,-42.77,-183.0232,0
21.41,1.1282,6.72,-42.69,-183.8326,0
15.17,0.8673,3.88,-43.29,-188.893,0
19.62,0.992,5.68,-43.07,-186.6688,0
29.62,1.6065,8.39,-42.78,-182.5627,0
30.09,1.3097,9.44,-42.37,-182.3277,1
17.77,2.2743,6.66,-42.71,-187.3468,0
25.2,2.0833,8.03,-42.52,-184.5112,0
19.01,1.4447,7.31,-42.37,-184.9558,1
5.74,0.9099,2.04,-43.34,-191.3815,0
13.54,1.2347,4.92,-42.92,-189.5809,0
31.27,1.8735,9.74,-42.66,-180.5543,1
14.5,1.2364,5.46,-42.67,-188.7702,0
7.48,0.7263,2.49,-43.37,-190.5767,0
20.31,1.8479,6.82,-42.46,-185.4306,1
7.29,0.7462,2.43,-43.35,-190.9806,0
19.18,1.2839,5.7,-42.93,-186.699,0
15.04,1.7106,4.86,-42.93,-187.8884,0
12.19,0.8358,4.83,-42.6,-187.6723,0
28.75,1.9647,8.87,-42.69,-182.7414,0
11.67,1.2725,4.11,-43.18,-189.5879,0
21.08,2.036,6.96,-42.49,-186.4029,0
7.16,1.0016,2.33,-43.37,-191.3799,0
17.87,2.1537,6.66,-42.69,-187.1646,0
10.31,1.2929,3.96,-42.78,-190.6705,0
34.05,2.284,9.43,-42.76,-181.9005,0
18.86,2.1896,6.49,-43.07,-185.2043,0
16.65,1.704,6.11,-42.58,-188.7301,1
8.26,1.0556,2.97,-43.23,-189.8879,0
16.41,1.2408,6.0,-42.84,-186.5986,1
3.89,0.3871,1.23,-43.45,-192.0669,0
13.35,0.7998,5.05,-42.91,-187.1569,0
27.58,1.221,7.83,-42.96,-183.2608,0
5.79,1.0242,2.13,-43.28,-191.3746,0
17.3,1.7371,6.44,-42.45,-188.6585,0
21.23,0.717,6.27,-42.77,-187.9021,0
16.17,1.2662,5.75,-43.03,-184.373,0
20.28,1.9088,6.27,-43.12,-184.0069,0
7.97,1.4086,2.89,-43.23,-189.7307,0
27.1,1.6676,7.45,-42.99,-185.0272,0
26.09,1.8223,8.28,-42.67,-184.3949,0
21.26,1.1918,6.05,-42.65,-188.8794,1
20.03,2.3056,7.47,-42.67,-185.0923,0
3.73,0.5253,1.22,-43.45,-191.6648,0
11.47,0.9166,4.06,-43.19,-189.0784,0
17.16,1.6771,6.35,-42.72,-187.6734,0
16.7,1.1568,6.12,-42.76,-188.3753,0
17.56,0.7431,5.14,-43.01,-187.1325,1
17.77,1.2881,6.63,-42.67,-185.8233,1
14.07,0.5934,3.65,-43.38,-186.4314,0
15.28,1.2749,5.82,-42.53,-188.5971,0
17.18,1.1713,6.33,-42.66,-187.3834,1
20.67,2.0961,6.4,-42.7,-186.4348,0
30.75,1.6178,9.54,-42.53,-182.0809,0
25.01,1.5165,7.37,-42.8,-181.9798,0
26.89,2.2299,7.73,-43.06,-179.9745,0
28.01,1.6464,8.26,-42.72,-180.5302,0
13.11,0.9682,3.87,-43.28,-187.8067,0
17.34,1.5732,5.23,-43.2,-184.4134,0
22.72,1.5103,6.32,-43.0,-183.1738,1
17.01,2.0061,6.1,-42.8,-187.7926,0
23.17,2.4257,7.2,-42.97,-185.144,1
21.63,0.8117,6.3,-42.8,-186.1724,0
16.05,1.4749,5.28,-43.17,-187.5096,1
27.88,1.2828,8.18,-42.82,-181.0539,0
8.82,0.6825,3.17,-43.08,-190.6778,1
10.32,1.0091,3.63,-43.15,-189.9892,1
8.98,0.4709,3.1,-43.24,-191.3669,0
23.94,1.1456,6.98,-42.69,-185.323,1
22.28,0.7295,6.34,-42.95,-185.1607,0
19.02,1.5004,5.59,-42.92,-188.0441,0
11.73,0.9756,4.08,-43.17,-189.991,0
12.98,1.5048,4.51,-43.13,-187.8125,0
18.41,2.0005,7.01,-42.53,-186.8776,1
19.14,2.5005,7.44,-42.36,-186.9783,1
23.74,0.8204,6.82,-43.0,-185.1945,0
11.6,0.2691,2.82,-43.4,-189.5988,0
21.25,1.1924,6.65,-42.91,-183.964,0
17.76,1.5489,6.44,-42.71,-186.9817,0
29.43,1.5361,8.77,-42.64,-184.2066,0
14.11,0.4823,3.29,-43.36,-188.3739,0
16.69,1.7753,5.79,-43.06,-187.2979,1
20.61,1.5199,6.07,-42.42,-186.4675,0
18.67,2.2589,7.08,-42.51,-186.0326,1
20.73,1.8948,7.4,-42.84,-184.1226,1
20.86,1.2875,6.16,-42.58,-187.7834,0
15.95,1.9103,4.93,-42.91,-189.9852,0
21.88,0.9917,6.06,-43.0,-186.3053,0
16.08,1.5103,6.24,-42.31,-188.6588,1
11.98,0.7485,4.1,-43.21,-188.09,0
17.97,2.0187,6.56,-42.77,-186.8008,1
11.11,1.3045,4.29,-42.71,-190.6702,0
10.4,1.0674,3.74,-43.18,-190.065,0
9.27,1.0259,3.37,-43.21,-190.6814,0
6.55,0.6532,2.11,-43.4,-191.3808,0
13.75,0.0,3.31,-43.21,-190.2671,0
25.33,1.7364,7.89,-42.8,-183.4049,0
18.16,2.1411,6.49,-42.63,-188.8806,0
16.05,1.2245,5.98,-42.85,-185.1681,0
35.18,2.4606,10.39,-42.39,-180.8388,0
15.81,1.5228,5.29,-43.14,-188.089,1
20.75,2.171,7.25,-42.83,-185.5681,1
30.58,2.5006,9.23,-42.69,-179.5269,1
21.99,2.4208,7.22,-42.75,-184.9331,0
22.25,1.4548,6.42,-43.05,-186.4092,0
28.53,1.8028,9.23,-42.43,-182.4985,0
14.58,1.754,5.52,-42.79,-188.6163,0
5.29,0.284,1.7,-43.45,-190.6945,1
8.34,0.8248,3.3,-42.86,-190.8096,0
10.64,0.7907,4.01,-42.91,-190.2713,0
5.84,0.838,2.47,-42.79,-191.3703,0
25.13,3.1614,8.56,-42.56,-182.6068,1
23.92,1.0562,7.05,-42.9,-183.5929,0
5.43,0.4423,1.83,-43.41,-191.6753,0
20.63,1.1199,5.27,-43.18,-186.0067,0
23.7,1.6088,6.09,-43.12,-182.8154,0
13.21,1.682,4.82,-43.04,-189.1796,0
8.1,1.2379,3.29,-42.87,-190.5618,0
27.36,1.5654,8.17,-42.82,-183.6591,0
18.21,0.7219,5.39,-42.92,-188.1542,0
20.08,0.6035,5.51,-43.12,-186.985,0
22.3,0.903,5.68,-43.23,-183.2532,1
20.04,1.8954,7.56,-42.41,-185.7137,0
18.88,2.1131,6.92,-42.83,-186.0727,0
16.22,1.5979,5.85,-43.02,-187.1077,0
8.88,0.8476,3.13,-43.27,-190.965,0
22.44,1.8985,6.99,-42.7,-185.8459,0
25.93,1.6764,7.77,-42.84,-181.5908,0
16.82,0.7428,4.51,-43.23,-188.6028,0
17.56,1.4789,6.21,-42.95,-186.4756,0
13.95,1.5027,5.05,-42.8,-189.9787,0
15.35,1.3651,5.79,-42.71,-188.0327,0
5.3,0.77,1.86,-43.36,-191.3928,0
22.55,0.7849,6.62,-42.76,-186.1329,0
26.97,2.3875,8.44,-42.73,-182.7272,0
33.56,2.6141,10.46,-42.6,-179.6652,0
33.44,3.8928,11.39,-42.05,-181.6847,0
26.68,3.2262,8.6,-42.69,-184.1027,0
11.42,0.8632,4.42,-42.66,-189.3565,0
29.84,2.0671,9.71,-42.37,-181.474,0
12.03,0.7433,2.89,-43.4,-188.6227,0
23.52,2.0591,8.58,-42.54,-184.9035,0
18.76,1.5253,6.75,-42.82,-186.6559,0
18.67,2.1756,6.96,-42.62,-185.1612,1
21.64,1.8984,7.0,-42.8,-184.8363,0
11.71,0.7674,4.51,-42.97,-188.2239,0
20.96,2.5707,7.67,-42.66,-182.468,1
18.51,0.6938,5.34,-43.05,-187.6876,0
22.96,1.1218,6.96,-42.84,-185.3107,0
15.14,1.1126,5.6,-42.87,-187.1294,0
21.57,1.4659,6.29,-43.09,-183.8314,0
17.94,1.6626,6.57,-42.66,-186.4973,0
17.29,1.8871,6.54,-42.52,-187.9188,0
25.14,1.5718,7.68,-42.82,-183.4184,0
29.95,1.9483,9.07,-42.62,-182.7095,0
24.11,1.8075,7.43,-42.9,-183.0441,0
24.88,1.9202,7.88,-42.75,-183.7096,1
12.6,0.767,2.92,-43.37,-189.9878,0
5.79,0.218,1.83,-43.43,-190.7103,0
25.24,2.787,8.33,-42.33,-187.4956,0
13.48,1.4502,5.28,-42.68,-189.4276,1
13.17,1.4148,4.7,-43.1,-189.3689,1
17.67,2.3444,6.69,-42.63,-187.2787,0
17.03,2.1622,6.32,-42.67,-188.4776,0
12.27,0.0,2.74,-43.35,-190.6753,0
23.72,2.7196,7.6,-42.82,-185.7146,0
22.21,1.2652,6.4,-42.73,-185.2103,1
24.7,1.5732,6.5,-43.04,-186.0057,0
12.35,1.4849,4.55,-42.92,-189.1818,0
14.74,1.4425,5.35,-42.83,-187.2829,1
10.36,1.0372,3.92,-43.12,-189.5889,0
17.36,0.9878,4.73,-43.08,-189.58,1
18.09,1.5739,6.62,-42.64,-186.876,0
16.58,2.0223,5.39,-42.85,-188.0822,0
13.67,1.3474,4.71,-43.2,-187.8084,0
20.7,1.6797,7.53,-42.61,-187.0946,0
24.59,1.3518,7.39,-42.96,-184.622,0
19.77,1.5581,5.65,-43.18,-185.9099,0
12.1,1.5326,4.4,-43.06,-189.9842,0
25.6,1.5911,7.35,-43.01,-182.961,0
14.6,1.1936,4.26,-43.11,-188.2083,0
27.25,1.6326,7.81,-43.01,-179.3203,0
14.33,1.6734,5.18,-43.02,-187.8284,0
7.23,0.6246,2.66,-43.21,-191.6558,0
21.19,2.6548,7.18,-42.69,-183.863,0
18.59,2.062,6.78,-42.83,-186.6952,0
11.91,1.3464,4.51,-42.93,-187.5856,0
16.22,0.6225,4.29,-43.3,-187.9173,0
16.54,0.422,4.57,-43.24,-186.6034,0
9.98,0.3253,3.37,-43.26,-189.3661,0
12.34,1.2183,4.6,-43.03,-188.0905,0
20.27,0.4316,5.47,-43.11,-188.1917,0
15.41,1.6159,5.29,-43.14,-186.8952,1
14.27,0.9361,4.72,-43.24,-186.3157,0
10.94,1.3435,3.87,-43.14,-188.6361,0
14.22,1.2857,5.07,-43.12,-186.4509,0
24.64,2.1966,7.54,-42.55,-185.8299,0
7.85,0.3319,2.64,-43.34,-190.5692,0
8.3,0.7003,2.68,-43.36,-190.6846,0
5.29,0.6269,2.04,-43.25,-192.3487,0
11.55,0.853,3.98,-43.23,-189.5938,0
6.49,0.8063,2.12,-43.39,-191.3722,0
22.29,1.1853,5.61,-43.23,-184.1165,0
27.4,1.782,8.34,-42.77,-180.6502,0
13.65,1.0526,3.64,-43.17,-188.8947,0
9.97,1.1436,3.69,-43.06,-190.6759,0
