@RELATION scores

@ATTRIBUTE bm25_score	 NUMERIC
@ATTRIBUTE okapi_tf_score	   NUMERIC
@ATTRIBUTE tf_idf_score	     NUMERIC
@ATTRIBUTE lm_laplace_score	       NUMERIC
@ATTRIBUTE lm_jelinik_mercer	     NUMERIC
@ATTRIBUTE Score	          REAL

@Data
11.54,1.4215,4.08,-43.21,-189.1793,?
25.84,1.5145,7.55,-42.84,-181.1869,?
11.98,0.9326,4.28,-43.18,-188.6767,?
11.95,1.5348,4.4,-43.05,-190.2774,?
9.4,0.6443,3.39,-43.14,-190.2762,?
11.57,0.8882,4.12,-43.18,-188.3792,?
23.54,0.9643,6.85,-43.01,-183.9961,?
14.57,1.6847,5.41,-42.82,-187.3886,?
13.53,1.6619,4.96,-42.77,-189.9808,?
2.99,0.3373,0.99,-43.44,-192.7657,?
6.35,0.4955,2.02,-43.42,-190.9898,?
8.35,0.6746,2.69,-43.38,-190.6863,?
25.58,1.6549,8.1,-42.62,-184.8005,?
26.41,1.7508,8.41,-42.73,-183.3041,?
15.26,1.4681,5.37,-43.01,-186.7015,?
25.84,1.5145,7.55,-42.84,-181.1869,?
6.0,0.7532,2.45,-43.13,-191.6622,?
18.89,1.2553,6.68,-42.82,-187.2765,?
23.15,1.5932,7.07,-42.61,-186.993,?
27.36,2.093,8.24,-42.92,-182.9541,?
17.29,1.3,5.98,-42.97,-187.5682,?
20.53,2.2411,6.37,-43.03,-186.1269,?
17.28,1.651,5.44,-43.07,-187.0089,?
18.08,2.2149,6.44,-42.98,-186.1886,?
25.04,1.742,7.6,-42.84,-185.3104,?
25.62,1.5926,7.15,-42.92,-184.6229,?
22.61,0.6065,6.14,-42.99,-185.4285,?
33.64,2.6899,9.84,-42.57,-179.5933,?
22.18,2.8498,7.48,-42.47,-187.095,?
25.39,1.5439,6.62,-42.85,-188.1898,?
27.39,1.9957,8.37,-42.61,-182.7179,?
14.89,1.5459,5.32,-43.07,-187.6865,?
15.33,1.397,4.44,-43.15,-187.3707,?
27.08,2.6824,9.22,-42.5,-181.2817,?
15.98,1.2094,5.96,-42.79,-186.0302,?
23.84,1.0102,6.42,-43.14,-183.3576,?
29.29,1.8301,8.5,-42.78,-183.7741,?
12.07,1.147,4.06,-43.25,-189.3062,?
9.69,0.5346,3.48,-43.23,-190.2775,?
1.7,0.0,0.5,-43.5,-192.7625,?
21.5,1.5667,6.15,-43.06,-185.7475,?
17.49,1.819,6.72,-42.56,-186.6802,?
15.9,0.7459,4.62,-43.05,-188.0484,?
19.14,1.5328,6.84,-42.71,-188.0723,?
33.29,2.495,9.68,-42.35,-181.9804,?
18.28,1.446,6.5,-42.91,-186.8796,?
16.9,1.8443,6.26,-42.88,-186.8234,?
17.19,1.2677,6.29,-42.77,-187.8551,?
14.1,1.1766,5.32,-42.71,-187.8639,?
22.78,1.3829,7.22,-42.68,-183.9938,?
17.02,0.647,4.53,-43.17,-187.8637,?
24.38,1.6206,7.8,-42.67,-182.3968,?
13.58,1.4796,5.36,-42.6,-189.1772,?
23.69,1.286,6.26,-43.01,-184.9148,?
10.49,0.8338,3.76,-43.23,-189.7777,?
10.39,0.9787,3.66,-43.21,-189.7719,?
15.96,0.0,4.01,-43.13,-189.5738,?
14.88,2.2387,5.24,-43.14,-187.0159,?
25.21,1.5766,7.44,-42.92,-181.7883,?
14.67,1.4292,5.4,-42.86,-187.3956,?
8.52,0.9744,3.09,-43.16,-190.1362,?
22.78,1.5351,6.33,-43.07,-182.4529,?
22.19,1.4411,6.04,-43.1,-183.1136,?
16.16,1.7721,6.03,-42.75,-188.1906,?
23.95,1.5198,7.35,-42.53,-185.2008,?
8.44,0.7113,2.57,-43.4,-190.0117,?
17.34,0.4177,4.49,-43.29,-186.8794,?
12.12,1.2608,4.62,-42.72,-190.4503,?
19.64,2.3852,7.26,-42.6,-187.7852,?
18.8,2.3379,6.86,-42.81,-186.6519,?
14.03,1.4611,4.62,-43.24,-187.8158,?
18.23,1.7933,6.32,-42.99,-185.5057,?
9.69,0.6556,3.19,-43.33,-188.41,?
13.1,0.9558,4.58,-43.15,-187.9407,?
9.13,0.7981,2.9,-43.36,-189.1977,?
22.89,2.3918,8.48,-42.47,-183.3669,?
26.91,2.1946,8.27,-42.75,-184.6214,?
28.29,1.2754,8.61,-42.34,-184.2689,?
26.47,1.4913,7.68,-42.84,-183.6352,?
32.11,1.9725,10.21,-42.42,-179.2484,?
15.16,0.4394,4.07,-43.31,-188.0923,?
21.26,1.2234,6.54,-42.62,-186.1189,?
19.09,1.929,7.22,-42.56,-186.5403,?
17.44,1.756,6.1,-42.97,-186.5398,?
23.16,2.189,7.78,-42.69,-183.6687,?
20.86,1.3714,6.63,-42.71,-185.8527,?
10.48,1.0294,3.76,-43.12,-190.6812,?
10.0,0.7769,3.77,-43.07,-189.4748,?
9.67,1.3402,3.39,-43.18,-191.3686,?
22.16,1.3004,5.82,-43.16,-185.4367,?
11.58,1.523,4.2,-43.05,-188.1384,?
15.32,0.506,4.21,-43.18,-188.6712,?
2.09,0.2648,0.66,-43.49,-192.7777,?
10.5,0.7962,3.58,-43.25,-189.4728,?
19.88,1.7982,7.45,-42.49,-184.6265,?
16.23,1.4982,5.93,-42.91,-186.018,?
28.02,2.2701,8.64,-42.86,-182.8629,?
15.12,1.3024,5.68,-42.78,-187.9265,?
16.5,1.193,5.99,-42.97,-185.5147,?
9.57,0.9815,3.21,-43.32,-189.6043,?
16.71,1.3941,6.05,-42.9,-186.0072,?
21.52,0.9962,6.84,-42.88,-182.6147,?
17.55,0.7994,5.14,-42.94,-187.391,?
16.19,0.7599,4.37,-42.69,-189.978,?
26.35,1.9492,8.26,-42.73,-184.1074,?
24.51,2.3774,8.08,-42.76,-182.6156,?
28.71,1.5284,8.26,-42.77,-180.5269,?
21.15,1.3742,6.43,-42.75,-187.6847,?
22.04,1.1292,6.42,-42.72,-184.7451,?
24.85,1.5484,7.98,-42.72,-182.2465,?
16.99,1.6376,6.27,-42.83,-185.6367,?
21.74,1.5295,7.28,-42.79,-183.4557,?
25.98,2.2211,8.26,-42.71,-184.1432,?
21.31,1.9657,7.43,-42.56,-183.6665,?
19.89,1.7454,6.63,-42.81,-185.1264,?
11.39,1.1814,4.31,-42.92,-190.1208,?
10.68,1.1545,3.98,-43.02,-190.6755,?
17.44,1.534,6.34,-42.8,-185.7896,?
17.4,1.5297,6.32,-42.8,-185.7899,?
23.69,1.7294,7.16,-42.92,-185.0293,?
19.47,2.1401,7.28,-42.64,-183.7013,?
14.31,0.3889,3.52,-43.29,-189.9873,?
27.66,1.6804,8.86,-42.59,-183.417,?
20.21,1.7601,7.57,-42.54,-183.7969,?
26.29,1.6603,8.56,-42.5,-181.7497,?
17.06,1.4539,6.43,-42.69,-185.7957,?
17.74,0.4163,4.71,-43.14,-188.5985,?
18.38,1.8641,6.67,-42.8,-186.4792,?
11.59,1.1154,4.23,-43.04,-189.3582,?
10.55,0.8225,4.09,-42.9,-188.5789,?
22.33,1.9852,7.32,-42.83,-184.3118,?
21.66,1.2854,6.32,-43.04,-185.9752,?
12.52,1.5495,3.89,-43.06,-189.31,?
12.3,1.1306,4.69,-42.82,-187.3613,?
19.63,1.0983,5.98,-42.87,-186.1301,?
23.88,2.5462,8.02,-42.3,-185.1055,?
21.48,0.8441,6.25,-42.79,-185.0455,?
16.87,1.3418,6.25,-42.8,-186.5986,?
23.48,2.0504,7.72,-42.67,-184.5161,?
12.64,1.2104,4.74,-42.75,-188.4871,?
13.09,1.0484,4.78,-43.0,-187.1409,?
24.74,1.3852,7.27,-42.97,-185.5971,?
11.61,1.0081,4.33,-43.06,-187.69,?
28.72,2.4027,9.27,-42.68,-181.0562,?
20.88,1.9714,7.85,-42.47,-185.5961,?
8.4,1.056,3.14,-43.16,-191.373,?
19.69,1.1219,5.92,-43.04,-186.2658,?
23.95,1.3396,7.26,-42.77,-183.0232,?
21.41,1.1282,6.72,-42.69,-183.8326,?
15.17,0.8673,3.88,-43.29,-188.893,?
19.62,0.992,5.68,-43.07,-186.6688,?
29.62,1.6065,8.39,-42.78,-182.5627,?
30.09,1.3097,9.44,-42.37,-182.3277,?
17.77,2.2743,6.66,-42.71,-187.3468,?
25.2,2.0833,8.03,-42.52,-184.5112,?
19.01,1.4447,7.31,-42.37,-184.9558,?
5.74,0.9099,2.04,-43.34,-191.3815,?
13.54,1.2347,4.92,-42.92,-189.5809,?
31.27,1.8735,9.74,-42.66,-180.5543,?
14.5,1.2364,5.46,-42.67,-188.7702,?
7.48,0.7263,2.49,-43.37,-190.5767,?
20.31,1.8479,6.82,-42.46,-185.4306,?
7.29,0.7462,2.43,-43.35,-190.9806,?
19.18,1.2839,5.7,-42.93,-186.699,?
15.04,1.7106,4.86,-42.93,-187.8884,?
12.19,0.8358,4.83,-42.6,-187.6723,?
28.75,1.9647,8.87,-42.69,-182.7414,?
11.67,1.2725,4.11,-43.18,-189.5879,?
21.08,2.036,6.96,-42.49,-186.4029,?
7.16,1.0016,2.33,-43.37,-191.3799,?
17.87,2.1537,6.66,-42.69,-187.1646,?
10.31,1.2929,3.96,-42.78,-190.6705,?
34.05,2.284,9.43,-42.76,-181.9005,?
18.86,2.1896,6.49,-43.07,-185.2043,?
16.65,1.704,6.11,-42.58,-188.7301,?
8.26,1.0556,2.97,-43.23,-189.8879,?
16.41,1.2408,6.0,-42.84,-186.5986,?
3.89,0.3871,1.23,-43.45,-192.0669,?
13.35,0.7998,5.05,-42.91,-187.1569,?
27.58,1.221,7.83,-42.96,-183.2608,?
5.79,1.0242,2.13,-43.28,-191.3746,?
17.3,1.7371,6.44,-42.45,-188.6585,?
21.23,0.717,6.27,-42.77,-187.9021,?
16.17,1.2662,5.75,-43.03,-184.373,?
20.28,1.9088,6.27,-43.12,-184.0069,?
7.97,1.4086,2.89,-43.23,-189.7307,?
27.1,1.6676,7.45,-42.99,-185.0272,?
26.09,1.8223,8.28,-42.67,-184.3949,?
21.26,1.1918,6.05,-42.65,-188.8794,?
20.03,2.3056,7.47,-42.67,-185.0923,?
3.73,0.5253,1.22,-43.45,-191.6648,?
11.47,0.9166,4.06,-43.19,-189.0784,?
17.16,1.6771,6.35,-42.72,-187.6734,?
16.7,1.1568,6.12,-42.76,-188.3753,?
17.56,0.7431,5.14,-43.01,-187.1325,?
17.77,1.2881,6.63,-42.67,-185.8233,?
14.07,0.5934,3.65,-43.38,-186.4314,?
15.28,1.2749,5.82,-42.53,-188.5971,?
17.18,1.1713,6.33,-42.66,-187.3834,?
20.67,2.0961,6.4,-42.7,-186.4348,?
30.75,1.6178,9.54,-42.53,-182.0809,?
25.01,1.5165,7.37,-42.8,-181.9798,?
26.89,2.2299,7.73,-43.06,-179.9745,?
28.01,1.6464,8.26,-42.72,-180.5302,?
13.11,0.9682,3.87,-43.28,-187.8067,?
17.34,1.5732,5.23,-43.2,-184.4134,?
22.72,1.5103,6.32,-43.0,-183.1738,?
17.01,2.0061,6.1,-42.8,-187.7926,?
23.17,2.4257,7.2,-42.97,-185.144,?
21.63,0.8117,6.3,-42.8,-186.1724,?
16.05,1.4749,5.28,-43.17,-187.5096,?
27.88,1.2828,8.18,-42.82,-181.0539,?
8.82,0.6825,3.17,-43.08,-190.6778,?
10.32,1.0091,3.63,-43.15,-189.9892,?
8.98,0.4709,3.1,-43.24,-191.3669,?
23.94,1.1456,6.98,-42.69,-185.323,?
22.28,0.7295,6.34,-42.95,-185.1607,?
19.02,1.5004,5.59,-42.92,-188.0441,?
11.73,0.9756,4.08,-43.17,-189.991,?
12.98,1.5048,4.51,-43.13,-187.8125,?
18.41,2.0005,7.01,-42.53,-186.8776,?
19.14,2.5005,7.44,-42.36,-186.9783,?
23.74,0.8204,6.82,-43.0,-185.1945,?
11.6,0.2691,2.82,-43.4,-189.5988,?
21.25,1.1924,6.65,-42.91,-183.964,?
17.76,1.5489,6.44,-42.71,-186.9817,?
29.43,1.5361,8.77,-42.64,-184.2066,?
14.11,0.4823,3.29,-43.36,-188.3739,?
16.69,1.7753,5.79,-43.06,-187.2979,?
20.61,1.5199,6.07,-42.42,-186.4675,?
18.67,2.2589,7.08,-42.51,-186.0326,?
20.73,1.8948,7.4,-42.84,-184.1226,?
20.86,1.2875,6.16,-42.58,-187.7834,?
15.95,1.9103,4.93,-42.91,-189.9852,?
21.88,0.9917,6.06,-43.0,-186.3053,?
16.08,1.5103,6.24,-42.31,-188.6588,?
11.98,0.7485,4.1,-43.21,-188.09,?
17.97,2.0187,6.56,-42.77,-186.8008,?
11.11,1.3045,4.29,-42.71,-190.6702,?
10.4,1.0674,3.74,-43.18,-190.065,?
9.27,1.0259,3.37,-43.21,-190.6814,?
6.55,0.6532,2.11,-43.4,-191.3808,?
13.75,0.0,3.31,-43.21,-190.2671,?
25.33,1.7364,7.89,-42.8,-183.4049,?
18.16,2.1411,6.49,-42.63,-188.8806,?
16.05,1.2245,5.98,-42.85,-185.1681,?
35.18,2.4606,10.39,-42.39,-180.8388,?
15.81,1.5228,5.29,-43.14,-188.089,?
20.75,2.171,7.25,-42.83,-185.5681,?
30.58,2.5006,9.23,-42.69,-179.5269,?
21.99,2.4208,7.22,-42.75,-184.9331,?
22.25,1.4548,6.42,-43.05,-186.4092,?
28.53,1.8028,9.23,-42.43,-182.4985,?
14.58,1.754,5.52,-42.79,-188.6163,?
5.29,0.284,1.7,-43.45,-190.6945,?
8.34,0.8248,3.3,-42.86,-190.8096,?
10.64,0.7907,4.01,-42.91,-190.2713,?
5.84,0.838,2.47,-42.79,-191.3703,?
25.13,3.1614,8.56,-42.56,-182.6068,?
23.92,1.0562,7.05,-42.9,-183.5929,?
5.43,0.4423,1.83,-43.41,-191.6753,?
20.63,1.1199,5.27,-43.18,-186.0067,?
23.7,1.6088,6.09,-43.12,-182.8154,?
13.21,1.682,4.82,-43.04,-189.1796,?
8.1,1.2379,3.29,-42.87,-190.5618,?
27.36,1.5654,8.17,-42.82,-183.6591,?
18.21,0.7219,5.39,-42.92,-188.1542,?
20.08,0.6035,5.51,-43.12,-186.985,?
22.3,0.903,5.68,-43.23,-183.2532,?
20.04,1.8954,7.56,-42.41,-185.7137,?
18.88,2.1131,6.92,-42.83,-186.0727,?
16.22,1.5979,5.85,-43.02,-187.1077,?
8.88,0.8476,3.13,-43.27,-190.965,?
22.44,1.8985,6.99,-42.7,-185.8459,?
25.93,1.6764,7.77,-42.84,-181.5908,?
16.82,0.7428,4.51,-43.23,-188.6028,?
17.56,1.4789,6.21,-42.95,-186.4756,?
13.95,1.5027,5.05,-42.8,-189.9787,?
15.35,1.3651,5.79,-42.71,-188.0327,?
5.3,0.77,1.86,-43.36,-191.3928,?
22.55,0.7849,6.62,-42.76,-186.1329,?
26.97,2.3875,8.44,-42.73,-182.7272,?
33.56,2.6141,10.46,-42.6,-179.6652,?
33.44,3.8928,11.39,-42.05,-181.6847,?
26.68,3.2262,8.6,-42.69,-184.1027,?
11.42,0.8632,4.42,-42.66,-189.3565,?
29.84,2.0671,9.71,-42.37,-181.474,?
12.03,0.7433,2.89,-43.4,-188.6227,?
23.52,2.0591,8.58,-42.54,-184.9035,?
18.76,1.5253,6.75,-42.82,-186.6559,?
18.67,2.1756,6.96,-42.62,-185.1612,?
21.64,1.8984,7.0,-42.8,-184.8363,?
11.71,0.7674,4.51,-42.97,-188.2239,?
20.96,2.5707,7.67,-42.66,-182.468,?
18.51,0.6938,5.34,-43.05,-187.6876,?
22.96,1.1218,6.96,-42.84,-185.3107,?
15.14,1.1126,5.6,-42.87,-187.1294,?
21.57,1.4659,6.29,-43.09,-183.8314,?
17.94,1.6626,6.57,-42.66,-186.4973,?
17.29,1.8871,6.54,-42.52,-187.9188,?
25.14,1.5718,7.68,-42.82,-183.4184,?
29.95,1.9483,9.07,-42.62,-182.7095,?
24.11,1.8075,7.43,-42.9,-183.0441,?
24.88,1.9202,7.88,-42.75,-183.7096,?
12.6,0.767,2.92,-43.37,-189.9878,?
5.79,0.218,1.83,-43.43,-190.7103,?
25.24,2.787,8.33,-42.33,-187.4956,?
13.48,1.4502,5.28,-42.68,-189.4276,?
13.17,1.4148,4.7,-43.1,-189.3689,?
17.67,2.3444,6.69,-42.63,-187.2787,?
17.03,2.1622,6.32,-42.67,-188.4776,?
12.27,0.0,2.74,-43.35,-190.6753,?
23.72,2.7196,7.6,-42.82,-185.7146,?
22.21,1.2652,6.4,-42.73,-185.2103,?
24.7,1.5732,6.5,-43.04,-186.0057,?
12.35,1.4849,4.55,-42.92,-189.1818,?
14.74,1.4425,5.35,-42.83,-187.2829,?
10.36,1.0372,3.92,-43.12,-189.5889,?
17.36,0.9878,4.73,-43.08,-189.58,?
18.09,1.5739,6.62,-42.64,-186.876,?
16.58,2.0223,5.39,-42.85,-188.0822,?
13.67,1.3474,4.71,-43.2,-187.8084,?
20.7,1.6797,7.53,-42.61,-187.0946,?
24.59,1.3518,7.39,-42.96,-184.622,?
19.77,1.5581,5.65,-43.18,-185.9099,?
12.1,1.5326,4.4,-43.06,-189.9842,?
25.6,1.5911,7.35,-43.01,-182.961,?
14.6,1.1936,4.26,-43.11,-188.2083,?
27.25,1.6326,7.81,-43.01,-179.3203,?
14.33,1.6734,5.18,-43.02,-187.8284,?
7.23,0.6246,2.66,-43.21,-191.6558,?
21.19,2.6548,7.18,-42.69,-183.863,?
18.59,2.062,6.78,-42.83,-186.6952,?
11.91,1.3464,4.51,-42.93,-187.5856,?
16.22,0.6225,4.29,-43.3,-187.9173,?
16.54,0.422,4.57,-43.24,-186.6034,?
9.98,0.3253,3.37,-43.26,-189.3661,?
12.34,1.2183,4.6,-43.03,-188.0905,?
20.27,0.4316,5.47,-43.11,-188.1917,?
15.41,1.6159,5.29,-43.14,-186.8952,?
14.27,0.9361,4.72,-43.24,-186.3157,?
10.94,1.3435,3.87,-43.14,-188.6361,?
14.22,1.2857,5.07,-43.12,-186.4509,?
24.64,2.1966,7.54,-42.55,-185.8299,?
7.85,0.3319,2.64,-43.34,-190.5692,?
8.3,0.7003,2.68,-43.36,-190.6846,?
5.29,0.6269,2.04,-43.25,-192.3487,?
11.55,0.853,3.98,-43.23,-189.5938,?
6.49,0.8063,2.12,-43.39,-191.3722,?
22.29,1.1853,5.61,-43.23,-184.1165,?
27.4,1.782,8.34,-42.77,-180.6502,?
13.65,1.0526,3.64,-43.17,-188.8947,?
9.97,1.1436,3.69,-43.06,-190.6759,?
22.41,1.3353,6.44,-43.1,-182.5568,?
18.94,1.418,5.04,-43.16,-186.9861,?
31.69,2.1143,9.86,-42.51,-180.6776,?
24.65,2.0751,6.69,-42.82,-186.3005,?
10.93,0.3458,2.4,-43.42,-189.992,?
3.27,0.0,1.2,-43.41,-192.3496,?
22.91,1.6082,6.81,-42.8,-187.4973,?
30.19,1.4334,8.94,-42.86,-180.7845,?
24.19,1.0971,6.81,-43.07,-182.6112,?
21.6,0.5575,5.85,-43.1,-183.5447,?
12.46,1.1379,4.31,-43.2,-188.2155,?
13.71,1.1059,5.01,-42.97,-189.5789,?
18.23,0.5177,4.41,-43.33,-182.4135,?
9.24,1.5179,3.56,-42.89,-189.0393,?
9.74,1.4787,3.54,-43.07,-190.679,?
18.17,1.1684,5.01,-43.21,-187.5087,?
5.97,0.868,2.56,-42.73,-190.8918,?
19.73,1.471,5.38,-42.59,-186.4156,?
24.6,1.1141,6.8,-43.09,-184.9084,?
27.35,2.3171,8.64,-42.76,-182.0634,?
10.98,0.9566,3.41,-43.35,-188.9125,?
16.25,1.5981,6.02,-42.63,-187.8789,?
5.29,0.0,1.9,-43.35,-191.1516,?
12.46,1.1379,4.31,-43.2,-188.2155,?
20.77,2.0005,6.61,-42.95,-183.9127,?
19.34,2.1884,7.04,-42.66,-185.58,?
22.51,0.9762,6.68,-42.94,-185.4955,?
19.07,2.0995,6.34,-42.87,-185.8812,?
14.23,1.6032,5.41,-42.89,-187.9291,?
16.75,1.5702,6.14,-42.88,-187.9759,?
16.92,1.3405,5.93,-43.04,-186.7019,?
17.36,1.7602,6.45,-42.7,-188.076,?
20.37,1.9665,7.76,-42.31,-187.1559,?
14.52,1.5009,5.04,-43.11,-188.4938,?
27.8,2.7217,8.85,-42.57,-185.8788,?
8.44,0.9324,2.96,-43.29,-190.5634,?
33.18,2.932,9.9,-42.53,-182.0071,?
13.61,1.3842,5.2,-42.82,-187.5664,?
9.24,0.9415,3.08,-43.31,-190.2753,?
12.8,0.9988,4.3,-43.25,-188.6222,?
8.66,1.0133,3.1,-43.29,-189.6638,?
0.0,3.4134,0.0,0.0,-180.9221,?
36.83,2.3687,10.28,-42.71,-182.4171,?
17.53,0.8677,4.65,-43.11,-188.597,?
12.78,0.8507,4.3,-43.19,-188.9009,?
18.19,1.6461,6.61,-42.5,-187.5026,?
26.78,1.7747,8.03,-42.95,-180.2077,?
9.91,0.7705,3.41,-43.23,-189.359,?
21.44,2.4534,6.72,-42.96,-185.8658,?
13.99,0.5885,3.71,-43.26,-189.3019,?
9.82,0.4554,3.55,-43.09,-190.2694,?
10.65,0.9257,3.87,-43.19,-189.7759,?
27.21,2.6421,8.98,-42.66,-182.0367,?
21.79,1.2259,5.95,-43.11,-186.5776,?
16.61,1.5496,6.0,-42.94,-187.981,?
33.17,2.3388,9.51,-42.74,-180.1914,?
17.07,1.0363,4.34,-43.18,-188.0782,?
27.46,2.2478,7.88,-42.97,-182.9739,?
27.61,0.9805,7.69,-43.03,-179.1711,?
14.1,1.2433,5.0,-43.13,-187.9831,?
12.04,0.9521,4.3,-43.16,-188.6342,?
7.22,1.0373,2.8,-43.19,-190.8238,?
5.69,0.8055,2.37,-42.76,-191.8346,?
9.29,0.3178,3.03,-43.32,-189.5903,?
16.66,1.8268,5.92,-43.0,-185.74,?
20.36,1.8481,6.84,-43.06,-185.3189,?
9.73,1.2,3.77,-42.91,-191.1459,?
27.76,2.0211,8.19,-42.83,-181.7418,?
30.16,1.9312,8.76,-42.85,-179.3848,?
27.28,1.8091,8.08,-42.93,-181.4599,?
38.09,2.8469,11.75,-42.52,0.0,?
29.55,1.8812,8.89,-42.83,-180.1369,?
16.51,1.7535,6.16,-42.73,-187.2868,?
29.22,1.4835,8.69,-42.77,-182.1399,?
28.71,1.9552,9.15,-42.49,-183.6989,?
27.16,1.5322,7.95,-42.83,-181.516,?
17.65,0.4394,4.97,-43.18,-186.3005,?
29.76,2.2178,9.31,-42.6,-180.1871,?
26.5,1.71,7.7,-42.93,-181.5483,?
23.6,1.2746,6.39,-43.1,-183.6687,?
29.4,1.8308,8.74,-42.88,-179.1982,?
24.8,1.692,7.29,-43.01,-183.2639,?
12.7,1.1497,4.74,-42.93,-188.8923,?
23.49,1.3338,6.86,-42.8,-185.7274,?
28.5,1.4478,7.74,-42.78,-179.7084,?
20.29,1.8833,7.37,-42.8,-184.6543,?
28.99,1.7862,9.11,-42.66,-181.1733,?
24.36,1.6395,6.76,-43.08,-184.3459,?
29.0,1.2522,8.46,-42.8,-180.7658,?
29.05,2.631,9.33,-42.57,-182.7242,?
9.65,0.7184,3.56,-43.16,-189.7269,?
23.17,1.1747,6.11,-43.09,-186.5921,?
23.89,2.5223,8.44,-42.71,-185.7112,?
18.36,2.2867,6.77,-42.78,-185.6068,?
27.86,1.8848,8.57,-42.88,-179.6463,?
31.17,2.6295,9.34,-42.66,-181.3036,?
23.93,1.7442,6.15,-43.15,-185.7194,?
18.68,1.1634,5.21,-43.08,-188.0758,?
24.63,1.4915,7.86,-42.4,-185.6063,?
25.87,2.4765,8.33,-42.72,-185.156,?
16.88,1.0422,4.84,-43.1,-187.7968,?
12.26,1.7998,4.73,-42.61,-190.6709,?
15.0,1.9528,5.76,-42.75,-187.7932,?
19.56,0.3203,5.12,-43.19,-186.4765,?
26.86,1.4555,7.05,-43.06,-180.908,?
12.0,1.335,4.23,-43.15,-189.5819,?
8.37,0.4504,2.83,-43.24,-191.3684,?
26.36,1.4199,6.89,-43.08,-180.9105,?
12.47,1.8357,4.89,-42.48,-190.2664,?
22.37,1.2717,5.63,-43.23,-183.7157,?
17.39,1.64,6.36,-42.84,-187.977,?
17.95,1.9522,6.49,-42.88,-187.285,?
18.29,1.4719,6.52,-42.94,-186.5306,?
19.8,1.8089,7.13,-42.64,-184.4146,?
14.35,1.7866,5.41,-42.57,-189.978,?
7.85,0.3266,2.7,-43.31,-190.4646,?
14.33,1.4826,4.16,-43.27,-187.8077,?
27.29,3.0596,9.72,-42.56,-184.4951,?
25.47,1.767,7.05,-43.06,-184.297,?
10.88,1.0294,2.94,-43.37,-189.1894,?
17.51,1.1461,5.04,-43.05,-188.8923,?
12.7,1.0157,4.57,-43.08,-189.0725,?
14.89,1.3291,5.43,-43.03,-186.1964,?
5.82,0.0,2.1,-43.37,-189.8897,?
22.04,1.4304,6.62,-43.07,-184.5249,?
12.4,1.2743,3.53,-43.19,-190.2771,?
18.77,0.2466,5.04,-43.22,-184.7675,?
7.42,0.2946,2.44,-43.38,-189.7763,?
12.57,1.361,4.27,-43.24,-188.9043,?
32.83,2.3334,9.26,-42.81,-179.5023,?
15.21,1.4647,5.45,-43.0,-186.2376,?
7.51,1.2631,2.97,-42.83,-191.1433,?
16.54,1.4227,6.41,-42.47,-188.0751,?
13.14,1.5555,4.93,-42.67,-188.7397,?
22.73,2.4654,7.36,-42.85,-185.315,?
23.76,1.7419,7.22,-42.84,-185.3137,?
10.94,1.3578,4.06,-43.09,-188.2756,?
25.22,0.8791,6.98,-43.07,-183.1328,?
30.32,2.1925,8.7,-42.95,-181.6329,?
30.64,2.3322,8.87,-42.68,-184.3277,?
29.71,3.0909,9.87,-42.39,-181.2472,?
19.13,2.1553,6.92,-42.85,-186.6942,?
26.22,1.4298,7.77,-42.91,-183.721,?
16.47,1.604,5.44,-43.19,-187.3978,?
24.9,2.5137,8.11,-42.87,-184.8067,?
12.18,1.1296,4.37,-42.93,-190.2677,?
6.79,0.8783,2.31,-43.37,-190.5663,?
18.52,0.7926,5.46,-42.92,-187.5062,?
23.31,0.9212,6.56,-43.06,-185.0941,?
24.69,1.7126,7.65,-42.8,-184.334,?
10.62,1.1621,4.13,-42.9,-189.2701,?
8.44,0.7178,3.23,-43.17,-190.4202,?
17.38,1.5926,6.31,-42.87,-186.3108,?
10.19,0.9792,3.85,-43.15,-189.2194,?
26.17,1.2598,7.8,-42.83,-182.354,?
37.66,3.1886,11.2,-42.49,-179.5976,?
17.67,1.3931,6.62,-42.73,-185.7875,?
23.42,0.8043,6.64,-43.0,-187.0956,?
20.17,2.1907,7.39,-42.58,-186.2539,?
13.42,1.0777,4.39,-43.24,-188.617,?
20.37,1.0393,5.33,-43.21,-186.2984,?
14.63,0.9783,4.82,-43.21,-187.4006,?
13.77,1.1551,4.98,-43.02,-188.5548,?
16.51,0.9389,4.36,-43.28,-187.5209,?
16.51,0.9389,4.36,-43.28,-187.5209,?
21.9,0.9978,5.9,-43.17,-185.6076,?
19.14,1.5778,7.02,-42.62,-186.8099,?
14.6,1.7287,5.33,-43.04,-185.6809,?
15.58,1.1206,5.63,-42.91,-188.2593,?
16.69,1.838,5.44,-42.86,-188.0828,?
20.87,1.1732,5.79,-43.21,-185.4428,?
3.41,0.0,1.03,-43.48,-192.0765,?
19.53,2.2142,7.12,-42.69,-187.0957,?
16.67,1.7714,5.41,-43.2,-186.7098,?
12.33,1.2587,4.27,-43.17,-187.7997,?
12.68,0.9661,4.5,-43.03,-187.5756,?
0.0,0.0,0.0,-43.53,-193.4428,?
6.32,0.8165,2.66,-42.89,-191.6546,?
18.63,1.7114,6.38,-43.05,-186.6996,?
18.41,1.4257,4.94,-43.25,-187.5113,?
2.61,0.0,0.88,-43.48,-192.3669,?
5.54,0.0,1.75,-43.44,-190.9789,?
14.79,1.3252,5.39,-43.01,-187.2274,?
